ID,Specialty,Theme,Article,German,Vietnamese,Example_DE,Example_VI,Level
"expanded-pflege-0499","pflege","hygiene","","Flächendesinfektion bei der Visite","việc khử trùng bề mặt khi đi buồng","Die Wendung „Flächendesinfektion bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “việc khử trùng bề mặt khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0500","pflege","hygiene","","Isolierung bei der Visite","việc cách ly khi đi buồng","Die Wendung „Isolierung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “việc cách ly khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0501","pflege","kommunikation","","Anrede bei der Visite","cách xưng hô khi đi buồng","Die Wendung „Anrede bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “cách xưng hô khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0502","pflege","kommunikation","","zuhören bei der Visite","lắng nghe khi đi buồng","Die Wendung „zuhören bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “lắng nghe khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0503","pflege","kommunikation","","nachfragen bei der Visite","hỏi lại cho rõ khi đi buồng","Die Wendung „nachfragen bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “hỏi lại cho rõ khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0504","pflege","kommunikation","","erklären bei der Visite","giải thích khi đi buồng","Die Wendung „erklären bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “giải thích khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0505","pflege","kommunikation","","Missverständnis bei der Visite","sự hiểu lầm khi đi buồng","Die Wendung „Missverständnis bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “sự hiểu lầm khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0506","pflege","kommunikation","","Angehörige bei der Visite","người thân khi đi buồng","Die Wendung „Angehörige bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “người thân khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0507","pflege","kommunikation","","trösten bei der Visite","an ủi khi đi buồng","Die Wendung „trösten bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “an ủi khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0508","pflege","kommunikation","","Rückmeldung bei der Visite","phản hồi khi đi buồng","Die Wendung „Rückmeldung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “phản hồi khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0509","pflege","medikation","","Medikament bei der Visite","thuốc khi đi buồng","Die Wendung „Medikament bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “thuốc khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0510","pflege","medikation","","Dosierung bei der Visite","liều lượng khi đi buồng","Die Wendung „Dosierung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “liều lượng khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0511","pflege","medikation","","Nebenwirkung bei der Visite","tác dụng phụ khi đi buồng","Die Wendung „Nebenwirkung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “tác dụng phụ khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0512","pflege","medikation","","Verordnung bei der Visite","chỉ định, đơn thuốc khi đi buồng","Die Wendung „Verordnung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “chỉ định, đơn thuốc khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0513","pflege","medikation","","verabreichen bei der Visite","cho dùng thuốc khi đi buồng","Die Wendung „verabreichen bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “cho dùng thuốc khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0514","pflege","medikation","","Augentropfen bei der Visite","thuốc nhỏ mắt khi đi buồng","Die Wendung „Augentropfen bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “thuốc nhỏ mắt khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0515","pflege","medikation","","Salbe bei der Visite","thuốc mỡ khi đi buồng","Die Wendung „Salbe bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “thuốc mỡ khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0516","pflege","medikation","","Bedarfsmedikation bei der Visite","thuốc dùng khi cần khi đi buồng","Die Wendung „Bedarfsmedikation bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “thuốc dùng khi cần khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0517","pflege","notfall","","Vitalzeichen bei der Visite","dấu hiệu sinh tồn khi đi buồng","Die Wendung „Vitalzeichen bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “dấu hiệu sinh tồn khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0518","pflege","notfall","","Notruf bei der Visite","cuộc gọi cấp cứu khi đi buồng","Die Wendung „Notruf bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “cuộc gọi cấp cứu khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0519","pflege","notfall","","Bewusstlosigkeit bei der Visite","tình trạng bất tỉnh khi đi buồng","Die Wendung „Bewusstlosigkeit bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “tình trạng bất tỉnh khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0520","pflege","notfall","","stabile Seitenlage bei der Visite","tư thế nằm nghiêng an toàn khi đi buồng","Die Wendung „stabile Seitenlage bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “tư thế nằm nghiêng an toàn khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0521","pflege","notfall","","Wiederbelebung bei der Visite","hồi sức tim phổi khi đi buồng","Die Wendung „Wiederbelebung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “hồi sức tim phổi khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0522","pflege","notfall","","Sturzprotokoll bei der Visite","biên bản sự cố ngã khi đi buồng","Die Wendung „Sturzprotokoll bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “biên bản sự cố ngã khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0523","pflege","notfall","","Schichtbericht bei der Visite","báo cáo ca trực khi đi buồng","Die Wendung „Schichtbericht bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “báo cáo ca trực khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0524","pflege","notfall","","Notfallwagen bei der Visite","xe đẩy cấp cứu khi đi buồng","Die Wendung „Notfallwagen bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “xe đẩy cấp cứu khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0525","pflege","mobilitaet","","Rollator bei der Visite","khung tập đi có bánh xe khi đi buồng","Die Wendung „Rollator bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “khung tập đi có bánh xe khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0526","pflege","mobilitaet","","Rollstuhl bei der Visite","xe lăn khi đi buồng","Die Wendung „Rollstuhl bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “xe lăn khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0527","pflege","mobilitaet","","Gehstock bei der Visite","gậy chống khi đi buồng","Die Wendung „Gehstock bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “gậy chống khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0528","pflege","mobilitaet","","Transfer bei der Visite","việc chuyển bệnh nhân khi đi buồng","Die Wendung „Transfer bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “việc chuyển bệnh nhân khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0529","pflege","mobilitaet","","Patientenlifter bei der Visite","máy nâng bệnh nhân khi đi buồng","Die Wendung „Patientenlifter bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “máy nâng bệnh nhân khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0530","pflege","mobilitaet","","Sturzprophylaxe bei der Visite","phòng ngừa té ngã khi đi buồng","Die Wendung „Sturzprophylaxe bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “phòng ngừa té ngã khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0531","pflege","mobilitaet","","mobilisieren bei der Visite","hỗ trợ vận động khi đi buồng","Die Wendung „mobilisieren bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “hỗ trợ vận động khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0532","pflege","mobilitaet","","Bewegungsübung bei der Visite","bài tập vận động khi đi buồng","Die Wendung „Bewegungsübung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “bài tập vận động khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0533","pflege","ernaehrung","","Flüssigkeitsbilanz bei der Visite","bảng cân bằng lượng dịch khi đi buồng","Die Wendung „Flüssigkeitsbilanz bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “bảng cân bằng lượng dịch khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0534","pflege","ernaehrung","","Trinkprotokoll bei der Visite","phiếu theo dõi lượng uống khi đi buồng","Die Wendung „Trinkprotokoll bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “phiếu theo dõi lượng uống khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0535","pflege","ernaehrung","","Kostform bei der Visite","chế độ, dạng thức ăn khi đi buồng","Die Wendung „Kostform bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “chế độ, dạng thức ăn khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0536","pflege","ernaehrung","","Schluckstörung bei der Visite","rối loạn nuốt khi đi buồng","Die Wendung „Schluckstörung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “rối loạn nuốt khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0537","pflege","ernaehrung","","Sondennahrung bei der Visite","dinh dưỡng qua ống thông khi đi buồng","Die Wendung „Sondennahrung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “dinh dưỡng qua ống thông khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0538","pflege","ernaehrung","","Ausscheidung bei der Visite","sự bài tiết khi đi buồng","Die Wendung „Ausscheidung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “sự bài tiết khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0539","pflege","ernaehrung","","Inkontinenz bei der Visite","chứng mất tự chủ đại tiểu tiện khi đi buồng","Die Wendung „Inkontinenz bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “chứng mất tự chủ đại tiểu tiện khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0540","pflege","ernaehrung","","Katheterpflege bei der Visite","chăm sóc ống thông khi đi buồng","Die Wendung „Katheterpflege bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “chăm sóc ống thông khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0541","pflege","wundversorgung","","Wundversorgung bei der Visite","chăm sóc vết thương khi đi buồng","Die Wendung „Wundversorgung bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “chăm sóc vết thương khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0542","pflege","wundversorgung","","Dekubitus bei der Visite","loét do tì đè khi đi buồng","Die Wendung „Dekubitus bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “loét do tì đè khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0543","pflege","wundversorgung","","Wundauflage bei der Visite","miếng phủ vết thương khi đi buồng","Die Wendung „Wundauflage bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “miếng phủ vết thương khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0544","pflege","wundversorgung","","Kompresse bei der Visite","miếng gạc khi đi buồng","Die Wendung „Kompresse bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “miếng gạc khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","A2"
"expanded-pflege-0545","pflege","wundversorgung","","sterile Pinzette bei der Visite","nhíp vô trùng khi đi buồng","Die Wendung „sterile Pinzette bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “nhíp vô trùng khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B1"
"expanded-pflege-0546","pflege","wundversorgung","","Wundsekret bei der Visite","dịch tiết vết thương khi đi buồng","Die Wendung „Wundsekret bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “dịch tiết vết thương khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
"expanded-pflege-0547","pflege","wundversorgung","","Heilungsverlauf bei der Visite","diễn tiến lành vết thương khi đi buồng","Die Wendung „Heilungsverlauf bei der Visite“ gehört zum Fachwortschatz Pflege.","Cụm “diễn tiến lành vết thương khi đi buồng” thuộc từ vựng chuyên ngành Điều dưỡng.","B2"
